node,phi_m_rad,shadow_e_rad,active_e_rad,reference_e_rad,valid
0,0,0.141128235868192,0.13890291876568,0.146082985035002,1
1,0.098174770424681,0.14183584251703,0.138944174413235,0.146104913396233,1
2,0.196349540849362,0.1413906749447,0.138802139731001,0.14613247711373,1
3,0.294524311274043,0.140873649829944,0.138711450199525,0.146019264914115,1
4,0.392699081698724,0.141045282136934,0.138622750024891,0.14599847200199,1
5,0.490873852123405,0.141825869913249,0.139229440409876,0.146071358909524,1
6,0.589048622548086,0.141238661676047,0.138534081005025,0.145989957548595,1
7,0.687223392972767,0.141188664113467,0.139053486040852,0.146159887680204,1
8,0.785398163397448,0.140094119182417,0.138908789425651,0.146035423507535,1
9,0.883572933822129,0.141198205337899,0.13931093930316,0.146153351734639,1
10,0.98174770424681,0.140707022366586,0.139014292497363,0.146169872656978,1
11,1.07992247467149,0.14043633689131,0.138774281770834,0.145971493110425,1
12,1.17809724509617,0.141200507446244,0.138775646229571,0.146024552422787,1
13,1.27627201552085,0.139700261845287,0.138504669248893,0.146019952339394,1
14,1.37444678594553,0.141308188810679,0.139182523131786,0.146042338728555,1
15,1.47262155637022,0.141053173146718,0.138488263063871,0.145910994070216,1
16,1.5707963267949,0.14114684419456,0.138843742353291,0.146067202225579,1
17,1.66897109721958,0.141824526627787,0.139163660025669,0.146041635681844,1
18,1.76714586764426,0.140374644714413,0.138539586643952,0.145935043203991,1
19,1.86532063806894,0.140960293088694,0.139085967260491,0.146015970227922,1
20,1.96349540849362,0.141386717904465,0.139139484283957,0.146187981756564,1
21,2.0616701789183,0.140590370932057,0.138796206159821,0.146077428578246,1
22,2.15984494934298,0.140814661776934,0.138779911651572,0.146009052212637,1
23,2.25801971976766,0.140938206506548,0.138902048425776,0.145941892229921,1
24,2.35619449019234,0.141206474013899,0.1388569373794,0.1458265840157,1
25,2.45436926061703,0.140276280174487,0.138432755219251,0.145906617362507,1
26,2.55254403104171,0.140930763484984,0.138857855852481,0.146042605109385,1
27,2.65071880146639,0.140427694318502,0.138758397512278,0.14594365680047,1
28,2.74889357189107,0.140441860721937,0.138925940633055,0.146021739780704,1
29,2.84706834231575,0.140275028233324,0.138838258056297,0.145860714497873,1
30,2.94524311274043,0.140518576597657,0.138728874392925,0.145887905275954,1
31,3.04341788316511,0.140525854896173,0.138794348261624,0.14596058693299,1
32,3.14159265358979,0.140228652241934,0.139029610630417,0.14596994692853,1
33,3.23976742401447,0.140507795595263,0.138636583637729,0.145859609094618,1
34,3.33794219443916,0.141249658144102,0.139148304529381,0.14586407666817,1
35,3.43611696486384,0.13995195506601,0.138385473999563,0.145787439566781,1
36,3.53429173528852,0.140157394494965,0.139203846173842,0.145899917247483,1
37,3.6324665057132,0.141200197995244,0.138652296336293,0.145915702613478,1
38,3.73064127613788,0.14050695684111,0.139088298703907,0.145866790271378,1
39,3.82881604656256,0.14066115378677,0.138188842666412,0.145942942216804,1
40,3.92699081698724,0.140515964518438,0.13911978778392,0.145886633110241,1
41,4.02516558741192,0.141663585357518,0.139001420629871,0.145944640576945,1
42,4.1233403578366,0.141204738891194,0.138765218808556,0.145941786362365,1
43,4.22151512826128,0.140823448909449,0.138712303519269,0.146168688103348,1
44,4.31968989868597,0.140600626917254,0.139180891661599,0.146138867470684,1
45,4.41786466911065,0.140152838853124,0.138091430452201,0.146062947420449,1
46,4.51603943953533,0.140974095924547,0.138975184148544,0.14631899527319,1
47,4.61421420996001,0.142846232113974,0.139079636559272,0.146312227035754,1
48,4.71238898038469,0.142548650508899,0.138938682448356,0.146120790883569,1
49,4.81056375080937,0.140569140085233,0.138699414312195,0.146149790313494,1
50,4.90873852123405,0.140016576915966,0.138462718029574,0.146064742323438,1
51,5.00691329165873,0.140222302021017,0.13865825721752,0.146248165965453,1
52,5.10508806208341,0.140395539644728,0.138731026387349,0.146175333590436,1
53,5.20326283250809,0.14122910409973,0.138901687556724,0.146160314585047,1
54,5.30143760293278,0.141012515036593,0.138804541533396,0.146158731289257,1
55,5.39961237335746,0.140106686144332,0.138664382342013,0.146309392035967,1
56,5.49778714378214,0.139920701735532,0.138747665721409,0.146176596282571,1
57,5.59596191420682,0.140726675743666,0.138600117331235,0.146044487642682,1
58,5.6941366846315,0.141787401637899,0.13928390914111,0.146157469428007,1
59,5.79231145505618,0.141437683045294,0.138903546604894,0.146108112390906,1
60,5.89048622548086,0.140329395650399,0.138581789869047,0.146109727400089,1
61,5.98866099590554,0.14043291436892,0.138786218156369,0.14615673411723,1
62,6.08683576633022,0.140603230248614,0.138998556765042,0.146208975162141,1
63,6.18501053675491,0.141606599477165,0.139045577660442,0.146119984395004,1
