node,phi_m_rad,shadow_e_rad,active_e_rad,reference_e_rad,valid,update_hits,effective_weight,innovation_variance
18,1.76714586764426,0.109508150079536,0.107129851598545,0.115235391755108,1,3366,1732.12219980622,3.58361671444651e-08
19,1.86532063806894,0.0981270875825189,0.0960869751300703,0.103408868749712,1,3316,1706.01723810165,3.43748483750602e-08
20,1.96349540849362,0.0895358890575751,0.0862695262357713,0.0938663999552152,1,3285,1688.86566429053,3.33006973551899e-08
21,2.0616701789183,0.0816844062285595,0.0792924488894854,0.0865702532992128,1,3457,1674.87918330843,3.05958900705081e-08
22,2.15984494934298,0.0763191675196649,0.074614371340142,0.0817158904415944,1,3238,1667.17468716416,3.24474924983055e-08
23,2.25801971976766,0.0733746859153555,0.0716312857340936,0.0788273028315387,1,3229,1661.20754075703,3.15237420559842e-08
24,2.35619449019234,0.0726702404975172,0.0707290555985332,0.0778516644230959,1,3223,1659.59543169211,3.13745671863544e-08
25,2.45436926061703,0.0725050120453913,0.0713322578187783,0.0782936609820709,1,3220,1658.35210695972,3.13797572188506e-08
26,2.55254403104171,0.0749232469642325,0.0733391555861522,0.0800875335644107,1,3229,1659.97261561306,3.15855182071761e-08
27,2.65071880146639,0.0772794903346189,0.0756841133252873,0.0822997365537976,1,3332,1663.27045108804,3.09897999169829e-08
28,2.74889357189107,0.0792389732026898,0.0773277655160123,0.0841321005750652,1,3239,1667.06511733307,3.25758865512152e-08
29,2.84706834231575,0.0805735059019578,0.0788868120937845,0.085133588019364,1,3343,1669.4885076552,3.13447213542413e-08
30,2.94524311274043,0.0800158094426556,0.0780532375337735,0.0847333299818973,1,3250,1671.91303515422,3.16835332316279e-08
31,3.04341788316511,0.0778733942782628,0.0761219633161105,0.0825350983122363,1,3249,1671.226103151,3.18343912602773e-08
32,3.14159265358979,0.0736998830969435,0.0716569260909439,0.0780512693753549,1,3175,1651.88735590831,3.21977504291924e-08
33,3.23976742401447,0.0663079162344444,0.0642769566609932,0.0703312471496424,1,2998,1522.67481608118,3.09500002951201e-08
34,3.33794219443916,0.0541157824215821,0.052922250400453,0.058665948633912,1,2989,1491.49545157078,2.96274069408582e-08
35,3.43611696486384,0.0396233873116802,0.038603131812954,0.0439654856296086,1,2970,1484.28114765514,2.84281001942555e-08
36,3.53429173528852,0.0216351423767165,0.0210110449083333,0.0256847814379784,1,2875,1478.87210675373,2.84435188192604e-08
37,3.6324665057132,-0.000295500593285457,-0.000555314526066247,0.00394681590252977,1,2873,1478.13195428181,2.84079464101409e-08
38,3.73064127613788,-0.0252234255707324,-0.0248122847741458,-0.021047475678981,1,2973,1483.8004912004,2.79153116473971e-08
39,3.82881604656256,-0.0541479058695629,-0.0526259043168717,-0.0497835776734566,1,3058,1561.00468652597,3.11161041353722e-08
40,3.92699081698724,-0.0832742366809704,-0.0820472236431617,-0.0795483954044758,1,3293,1700.30492124324,3.39401051639502e-08
41,4.02516558741192,-0.11608472783589,-0.114687123414869,-0.11177177523863,1,3416,1756.47539195107,3.73126762011292e-08
42,4.1233403578366,-0.147463097185121,-0.14458776733552,-0.142990779529074,1,3567,1833.56826092089,4.35031570595312e-08
43,4.22151512826128,-0.179978401264765,-0.176799742130992,-0.17531410445035,1,3906,1941.36188725808,4.71156567407805e-08
44,4.31968989868597,-0.210390250773433,-0.206838597379516,-0.205869510786178,1,4048,2080.65432929111,5.37043028699388e-08
45,4.41786466911065,-0.238926686394511,-0.234412934312097,-0.234401056415332,1,4400,2257.53912988664,5.81659065262727e-08
46,4.51603943953533,-0.26568639518343,-0.260776716899009,-0.260802448609144,1,4823,2476.27201626289,6.09572761807028e-08
47,4.61421420996001,-0.287052878965522,-0.281231447199579,-0.282262850151409,1,5285,2712.78392824327,6.40653391160391e-08
48,4.71238898038469,-0.305462671824785,-0.297977668941519,-0.298928802119393,1,5741,2947.88287357044,6.36338766941661e-08
49,4.81056375080937,-0.31654860177192,-0.308614035974004,-0.310442309746037,1,6122,3146.05384529358,6.44069206644499e-08
50,4.90873852123405,-0.322224599874702,-0.314122425764316,-0.316332926291406,1,6347,3261.69831601121,6.52319077478423e-08
51,5.00691329165873,-0.322523771234575,-0.314589756165217,-0.316562177378035,1,6356,3267.25306293471,6.35053574646758e-08
