node,active_e_rad
0,0.0698393625609549
1,0.0741702453946642
2,0.0785011282283735
3,0.0828320110620829
4,0.0871628938957922
5,0.0914937767295015
6,0.0958246595632109
7,0.10015554239692
8,0.10448642523063
9,0.108412707896842
10,0.112338990563055
11,0.116265273229268
12,0.120191555895481
13,0.124117838561694
14,0.128044121227906
15,0.131970403894119
16,0.135896686560332
17,0.139180378079005
18,0.142464069597677
19,0.14574776111635
20,0.149031452635023
21,0.152315144153695
22,0.155598835672368
23,0.158882527191041
24,0.162166218709713
25,0.164805230839541
26,0.167444242969369
27,0.170083255099197
28,0.172722267229025
29,0.175361279358853
30,0.178000291488681
31,0.180639303618509
32,0.183278315748337
33,0.185586060098958
34,0.18789380444958
35,0.190201548800202
36,0.192509293150824
37,0.194817037501445
38,0.197124781852067
39,0.199432526202689
40,0.201740270553311
41,0.203156779777101
42,0.204573289000891
43,0.20598979822468
44,0.20740630744847
45,0.20882281667226
46,0.21023932589605
47,0.21165583511984
48,0.21307234434363
49,0.214139920840794
50,0.215207497337957
51,0.21627507383512
52,0.217342650332284
53,0.218410226829447
54,0.219477803326611
55,0.220545379823774
56,0.221612956320937
57,0.221851942104498
58,0.222090927888058
59,0.222329913671619
60,0.22256889945518
61,0.22280788523874
62,0.223046871022301
63,0.223285856805861
64,0.223524842589422
65,0.22332639520858
66,0.223127947827737
67,0.222929500446895
68,0.222731053066053
69,0.222532605685211
70,0.222334158304369
71,0.222135710923527
72,0.221937263542684
73,0.221248291241946
74,0.220559318941208
75,0.21987034664047
76,0.219181374339732
77,0.218492402038993
78,0.217803429738255
79,0.217114457437517
80,0.216425485136779
81,0.215355034872387
82,0.214284584607996
83,0.213214134343605
84,0.212143684079214
85,0.211073233814823
86,0.210002783550432
87,0.208932333286041
88,0.20786188302165
89,0.20639187897359
90,0.204921874925531
91,0.203451870877471
92,0.201981866829412
93,0.200511862781352
94,0.199041858733293
95,0.197571854685233
96,0.196101850637174
97,0.194248682155054
98,0.192395513672935
99,0.190542345190815
100,0.188689176708696
101,0.186836008226577
