node,phi_m_rad,shadow_e_rad,active_e_rad,reference_e_rad,valid,node_weight,node_hits
0,0,0.169936698492278,0.167554564161275,0.174271550679276,1,963.743217578136,1816
1,0.0490873852123405,0.169791405953647,0.167472106671122,0.174218775515708,1,963.865908658095,1815
2,0.098174770424681,0.169624708761502,0.167102132194659,0.174042428791046,1,963.242291722546,1816
3,0.147262155637022,0.169569035746055,0.167288486801928,0.174102312291266,1,963.243376507582,1934
4,0.196349540849362,0.169857394227824,0.167508530554757,0.174293354478449,1,964.115516290619,1817
5,0.245436926061703,0.16960788150266,0.167210358660295,0.174080171086587,1,962.867328197855,1930
6,0.294524311274043,0.169897800944618,0.167532267230124,0.174296142115947,1,964.240314534412,1819
7,0.343611696486384,0.169584889027747,0.16729694874131,0.174121490244905,1,963.241892319397,1816
8,0.392699081698724,0.170006928694889,0.167664617213957,0.174376505993267,1,963.742008304774,1815
9,0.441786466911065,0.169646630165882,0.167335088952972,0.174160917901483,1,963.490296831347,1931
10,0.490873852123405,0.169923834784799,0.167477791250666,0.174349514139777,1,963.741600754358,1931
11,0.539961237335746,0.169628163668469,0.167193324037463,0.174129477636903,1,963.74030697261,1813
12,0.589048622548086,0.169826359961463,0.167470567787247,0.174188281929862,1,963.616169049711,1929
13,0.638136007760427,0.169637799271698,0.16722150096608,0.174090514422367,1,963.98938775256,1823
14,0.687223392972767,0.169601147343258,0.167205514588497,0.174031558429172,1,963.989634078,1932
15,0.736310778185108,0.169421795932941,0.166959551325161,0.174039394793065,1,962.369695760463,1809
16,0.785398163397448,0.170252204619162,0.167905378490775,0.174493673146443,1,964.365122203882,1817
17,0.834485548609789,0.169835027217801,0.167365629726161,0.174296599227686,1,964.486898866455,1818
18,0.883572933822129,0.169529327294482,0.16711254319672,0.174038790599293,1,963.364827897439,1932
19,0.93266031903447,0.169694688065804,0.167400341028037,0.174142789422069,1,964.488162236476,1815
20,0.98174770424681,0.169493674229402,0.167211161711722,0.173994782440366,1,963.240637054399,1815
21,1.03083508945915,0.169744124826579,0.167473808204227,0.174208764965242,1,964.114916556408,1933
22,1.07992247467149,0.169927143932303,0.167651053556702,0.174308230258196,1,963.989183542293,1816
23,1.12900985988383,0.169700636731145,0.16740801729631,0.174200638994751,1,964.361281555059,1814
24,1.17809724509617,0.169727706193712,0.167370715292934,0.174253356201855,1,963.614715654741,1812
25,1.22718463030851,0.170269107227574,0.167941411194128,0.174638055111815,1,964.238868699363,1816
26,1.27627201552085,0.170086971904122,0.167788258078319,0.174552147284173,1,964.983722010627,1819
27,1.32535940073319,0.170006495361093,0.167754024996896,0.174446492803544,1,964.484476774018,1935
28,1.37444678594553,0.169822218947775,0.167494797607241,0.174355192108491,1,964.609269784125,1817
29,1.42353417115788,0.170062625485804,0.167883216082021,0.17442885443478,1,964.610117272947,1933
30,1.47262155637022,0.169683871178853,0.167388718866218,0.174253142318834,1,964.609477750026,1817
31,1.52170894158256,0.169831560969613,0.167338898228738,0.174291572809717,1,964.112125725896,1819
32,1.5707963267949,0.169864648247528,0.16750381904844,0.174357561103589,1,964.734625547964,1818
33,1.61988371200724,0.169954152167933,0.167554686876584,0.174370988712418,1,963.614169346814,1817
