node_index,phi_m_rad,phi_m_deg,lut_e_rad,lut_e_deg,lut_m_rad,lut_m_deg,valid_mask,weight_sum,sample_hits
0,0,0,0.069972061744164,4.0091038217694,0.00333200294019829,0.190909705798543,1,325.125,614
1,0.0490873852123405,2.8125,0.110508540588285,6.33167297585889,0.005262311456585,0.301508236945661,1,328.874999999998,624
2,0.098174770424681,5.625,0.140657248182699,8.05906667879283,0.00669796419917615,0.383765079942516,1,336.375,636
3,0.147262155637022,8.4375,0.131450379122705,7.53155193912559,0.00625954186298596,0.358645330434552,1,341.749999999999,687
4,0.196349540849362,11.25,0.152792009810088,8.75433730543953,0.00727580999095658,0.41687320502093,1,349.625000000002,659
5,0.245436926061703,14.0625,0.169683300042616,9.72213694629392,0.00808015714488648,0.462958902204472,1,357.000000000003,716
6,0.294524311274043,16.875,0.178355137106261,10.2189966106659,0.0084931017669648,0.486618886222185,1,366.999999999999,692
7,0.343611696486384,19.6875,0.191078076976683,10.9479673682398,0.00909895604650869,0.521331779439989,1,375.374999999995,708
8,0.392699081698724,22.5,0.205210957616134,11.7577217812425,0.00977195036267306,0.5598915133925,1,383.624999999998,722
9,0.441786466911065,25.3125,0.218265151586025,12.5056720006624,0.0103935786469536,0.595508190507731,1,394.375000000003,785
10,0.490873852123405,28.125,0.220028896415938,12.6067271355544,0.010477566495997,0.600320339788305,1,404.374999999998,809
11,0.539961237335746,30.9375,0.222299656856523,12.7368321250852,0.0105856979455487,0.606515815480249,1,410.125000000001,773
12,0.589048622548086,33.75,0.230497992233452,13.206562141216,0.0109760948682596,0.628883911486477,1,419.000000000003,841
13,0.638136007760427,36.5625,0.247194292759816,14.1631896948587,0.0117711567980865,0.674437604517083,1,426.499999999998,800
14,0.687223392972767,39.375,0.244970546492835,14.0357784190528,0.0116652641187064,0.668370400907274,1,430.875000000001,863
15,0.736310778185108,42.1875,0.240576572448518,13.7840222510234,0.0114560272594532,0.656382011953493,1,436.249999999995,818
16,0.785398163397448,45,0.243031991563367,13.92470740324,0.0115729519792079,0.663081304916188,1,436.999999999995,820
17,0.834485548609789,47.8125,0.240573271047056,13.7838330946531,0.0114558700498598,0.656373004507291,1,437.625,820
18,0.883572933822129,50.625,0.235304489806583,13.4819541663963,0.0112049757050754,0.641997817447442,1,435.875000000001,872
19,0.93266031903447,53.4375,0.239768991605163,13.7377512770835,0.0114175710288173,0.654178632242071,1,434.249999999997,815
20,0.98174770424681,56.25,0.230254208036136,13.1925943355978,0.0109644860969589,0.628218777885611,1,430.000000000003,807
21,1.03083508945915,59.0625,0.221393504330256,12.684913409735,0.0105425478252503,0.604043495701666,1,426.374999999999,852
22,1.07992247467149,61.875,0.221980215367558,12.7185294759661,0.0105704864460742,0.605644260760292,1,421.125000000002,791
23,1.12900985988383,64.6875,0.214223125890275,12.2740809876125,0.0102011012328703,0.584480047029167,1,413.999999999998,780
24,1.17809724509617,67.5,0.216195045144901,12.3870636384431,0.0102950021497572,0.589860173259195,1,408.625000000001,768
