node_index,phi_m_rad,phi_m_deg,lut_e_rad,lut_e_deg,lut_m_rad,lut_m_deg,valid_mask,weight_sum,sample_hits
25,1.22718463030851,70.3125,0.212978585439437,12.2027740723461,0.0101418374018779,0.58108447963553,1,401.250000000001,753
26,1.27627201552085,73.125,0.202905388510883,11.6256224021359,0.00966216135766109,0.553601066768374,1,397.125000000001,748
27,1.32535940073319,75.9375,0.196321860237658,11.248414017775,0.00934866001131706,0.535638762751192,1,389.624999999995,782
28,1.37444678594553,78.75,0.179313925107997,10.2739311166132,0.00853875833847605,0.489234815076817,1,383.75,723
29,1.42353417115788,81.5625,0.17601738122571,10.0850530651784,0.00838178005836713,0.480240622151353,1,378.125000000005,755
30,1.47262155637022,84.375,0.17293610863126,9.90850914998711,0.00823505279196475,0.471833769047005,1,371.499999999997,700
31,1.52170894158256,87.1875,0.164012155260813,9.39720428528898,0.0078101026314673,0.447485918347095,1,367.124999999994,691
32,1.5707963267949,90,0.151972381497067,8.70737606233396,0.00723678007128889,0.414636955349236,1,361.750000000005,682
33,1.61988371200724,92.8125,0.144950093722282,8.30502861031251,0.00690238541534678,0.395477552872024,1,357.375000000003,672
34,1.66897109721958,95.625,0.139130041924353,7.97156420574365,0.00662524009163587,0.379598295511602,1,354.374999999998,669
35,1.71805848243192,98.4375,0.132182854021571,7.57351965942988,0.00629442162007481,0.360643793306185,1,350.625000000001,661
36,1.76714586764426,101.25,0.128396336869846,7.35656820758213,0.00611411127951646,0.350312771789625,1,347.124999999997,655
37,1.8162332528566,104.0625,0.114060111855627,6.53516302011749,0.00543143389788698,0.311198239053214,1,344.625000000004,651
38,1.86532063806894,106.875,0.121874918526113,6.98291846004703,0.00580356754886251,0.332519926668906,1,342.874999999999,685
39,1.91440802328128,109.6875,0.0960918485971114,5.50565737022458,0.00457580231414816,0.262174160486885,1,340.374999999999,643
40,1.96349540849362,112.5,0.118086564993638,6.76586179133273,0.00562316976160179,0.322183894825368,1,339.374999999999,641
41,2.01258279370596,115.3125,0.084552112234684,4.84447917996385,0.00402629105879448,0.230689484760183,1,337.875000000002,677
42,2.0616701789183,118.125,0.110160384842986,6.31172512104,0.00524573261157074,0.300558339097143,1,336.624999999999,674
43,2.11075756413064,120.9375,0.100245584344428,5.74364889775846,0.00477359925449659,0.273507090369451,1,335.999999999999,671
44,2.15984494934298,123.75,0.0823774779100795,4.71988181117973,0.00392273704333712,0.224756276722844,1,334.625000000003,632
45,2.20893233455532,126.5625,0.112276343253758,6.43296060760245,0.00534649253589322,0.306331457504878,1,334.875,632
46,2.25801971976766,129.375,0.0662133765778338,3.79374702522025,0.0031530179322778,0.180654620248584,1,333.374999999997,628
47,2.30710710498,132.1875,0.0861984252547348,4.93880596777019,0.00410468691689213,0.235181236560485,1,333.999999999999,631
48,2.35619449019234,135,0.1034069906822,5.9247841382387,0.0049241424134381,0.282132578011366,1,333.125000000005,631
49,2.40528187540469,137.8125,0.0649498945039332,3.72135483489532,0.00309285211923492,0.177207373090253,1,333.374999999997,630
50,2.45436926061703,140.625,0.0866271964927307,4.96337275008396,0.00412510459489194,0.236351083337331,1,333.624999999999,630
51,2.50345664582937,143.4375,0.10079458269279,5.77510418607922,0.00479974203298999,0.275004961241868,1,332.875,630
52,2.55254403104171,146.25,0.0857379487092314,4.91242260514808,0.00408275946234435,0.233924885959433,1,333.375000000001,631
53,2.60163141625405,149.0625,0.0927736213499642,5.31553695349773,0.00441779149285544,0.253120807309416,1,334.375,668
54,2.65071880146639,151.875,0.104855736154285,6.00779113937787,0.00499313029306121,0.286085292351327,1,333.999999999999,633
55,2.69980618667873,154.6875,0.0879562009606514,5.03951909704984,0.00418839052193578,0.239977099859516,1,334.625000000001,632
56,2.74889357189107,157.5,0.0972198136764571,5.57028500870923,0.00462951493697415,0.265251667081392,1,334.999999999999,634
57,2.79798095710341,160.3125,0.0938625812710792,5.37792976103652,0.00446964672719425,0.256091893382692,1,334.374999999995,633
58,2.84706834231575,163.125,0.0982336196471245,5.62837181207363,0.00467779141176783,0.26801770533684,1,335.625000000003,634
59,2.89615572752809,165.9375,0.0978794822067291,5.60808123137141,0.00466092772412996,0.267051487208163,1,335.375000000003,670
60,2.94524311274043,168.75,0.0987082221589703,5.65556453294871,0.00470039153137954,0.269312596807081,1,335.625000000002,637
61,2.99433049795277,171.5625,0.100623798584275,5.76531897745342,0.00479160945639405,0.274538998926354,1,336.499999999999,637
62,3.04341788316511,174.375,0.0904356341418905,5.18158015391954,0.00430645876866145,0.246741912091407,1,335.874999999999,636
63,3.09250526837745,177.1875,0.0967051669132119,5.54079792123521,0.00460500794824818,0.26384752005882,1,335.624999999998,635
64,3.14159265358979,180,0.0884858873086872,5.06986788925799,0.00421361368136606,0.241422280440857,1,335.125000000001,671
65,3.19068003880213,182.8125,0.0842963237021604,4.8298235766024,0.00401411065248383,0.229991598885829,1,334.999999999999,633
66,3.23976742401447,185.625,0.0865686005318873,4.96001544883112,0.00412231431104225,0.236191211849101,1,334.000000000004,669
67,3.28885480922681,188.4375,0.0646218312294421,3.70255819385373,0.00307723005854486,0.176312294945416,1,334.249999999998,630
68,3.33794219443916,191.25,0.0721997148097984,4.13673894064963,0.00343808165760945,0.196987568602363,1,332.624999999999,629
69,3.3870295796515,194.0625,0.0779650427971383,4.46706790183286,0.00371262108557801,0.212717519134898,1,332.249999999998,655
70,3.43611696486384,196.875,0.0480793734983905,2.75474518309092,0.00228949397611383,0.131178342051948,1,286.650000451808,544
71,3.48520435007618,199.6875,0.0441952949832749,2.53220387687735,0.00210453785634642,0.12058113699416,1,248.25,497
72,3.53429173528852,202.5,0.0403641265798316,2.31269409675618,0.00192210126570627,0.110128290321723,1,247.999999999996,496
73,3.58337912050086,205.3125,0.0239101415650223,1.3699501992361,0.00113857816976297,0.0652357237731477,1,247.124999999999,467
74,3.6324665057132,208.125,0.00081589009440277,0.0467470589558091,3.88519092572748e-05,0.0022260504264671,1,247.625000000001,467
75,3.68155389092554,210.9375,0.00537163508316351,0.307772019349674,0.00025579214681731,0.0146558104452226,1,248.125000000002,468
76,3.73064127613788,213.75,0.000604607365762706,0.0346414503207255,2.87908269410812e-05,0.0016495928724155,1,248.125,496
77,3.77972866135022,216.5625,-0.0280452049442759,-1.60687187888644,-0.00133548594972742,-0.0765177085184018,1,250.512499943523,519
78,3.82881604656256,219.375,-0.0355310238020141,-2.03577770563428,-0.00169195351438163,-0.0969417955063944,1,305.462499604681,569
79,3.8779034317749,222.1875,-0.0518876949365356,-2.97294592852582,-0.0024708426160255,-0.141568853739325,1,338.25,638
80,3.92699081698724,225,-0.0680086771445482,-3.89661017065043,-0.00323850843545467,-0.185552865269068,1,341.749999999997,647
81,3.97607820219958,227.8125,-0.0836134380577694,-4.79069711128872,-0.00398159228846521,-0.228128433870891,1,347.500000000003,655
82,4.02516558741192,230.625,-0.103356139286295,-5.92187056787096,-0.00492172091839498,-0.281993836565284,1,352.999999999996,667
83,4.07425297262426,233.4375,-0.121111747275449,-6.93919196833826,-0.00576722606073565,-0.330437712778012,1,359.875000000003,681
84,4.1233403578366,236.25,-0.128524585883165,-7.36391633477205,-0.00612021837538883,-0.350662682608193,1,368.874999999998,737
85,4.17242774304894,239.0625,-0.150070059522263,-8.59838104190275,-0.00714619331058398,-0.409446716281083,1,378.750000000005,715
86,4.22151512826128,241.875,-0.165245186144081,-9.4678517509095,-0.00786881838781337,-0.450850083376643,1,389.874999999996,736
87,4.27060251347362,244.6875,-0.182442619499451,-10.4531921006297,-0.00868774378568816,-0.49777105241094,1,403.374999999998,811
88,4.31968989868597,247.5,-0.196922353950478,-11.2828197731437,-0.00937725495002275,-0.537277132054463,1,419.124999999999,789
89,4.36877728389831,250.3125,-0.213119906733134,-12.2108711860303,-0.0101485669872921,-0.581470056477635,1,435.500000000002,821
90,4.41786466911065,253.125,-0.22531505789585,-12.909601878178,-0.0107292884712309,-0.614742946579904,1,454.500000000001,914
91,4.46695205432299,255.9375,-0.237591073556118,-13.6129657647478,-0.0113138606455294,-0.648236464987992,1,477.249999999995,897
92,4.51603943953533,258.75,-0.250355563142702,-14.3443171456978,-0.0119216934829858,-0.683062721223704,1,499.500000000002,1004
93,4.56512682474767,261.5625,-0.263966379324948,-15.1241594686689,-0.0125698275869023,-0.720198069936614,1,522.375,984
94,4.61421420996001,264.375,-0.27881149155878,-15.9747217460655,-0.0132767376932752,-0.760701035526927,1,548.249999999999,1031
95,4.66330159517235,267.1875,-0.288607709077664,-16.5360036650896,-0.0137432242417935,-0.787428745956649,1,572.875000000003,1079
96,4.71238898038469,270,-0.292006550095337,-16.7307429106382,-0.0139050738140637,-0.796702043363726,1,596.499999999994,1121
97,4.76147636559703,272.8125,-0.302289691062196,-17.3199234881774,-0.0143947471934379,-0.82475826134178,1,618.249999999998,1163
98,4.81056375080937,275.625,-0.294027193953635,-16.8465172756178,-0.0140012949501731,-0.802215108362751,1,638.500000000004,1199
99,4.85965113602171,278.4375,-0.315423130533436,-18.0724141403699,-0.0150201490730208,-0.860591149541425,1,654.999999999999,1227
100,4.90873852123405,281.25,-0.320279866081768,-18.3506845895005,-0.0152514221943699,-0.873842123309549,1,664.499999999999,1326
101,4.95782590644639,284.0625,-0.298499157035275,-17.1027418863341,-0.0142142455731083,-0.814416280301622,1,665.25,1245
102,5.00691329165873,286.875,-0.309986946406775,-17.7609437332562,-0.0147612831622274,-0.845759225393154,1,662.000000000006,1236
103,5.05600067687107,289.6875,-0.321275302656067,-18.4077189039808,-0.0152988239360032,-0.876558043046706,1,652.499999999999,1217
104,5.10508806208341,292.5,-0.316087991961485,-18.1105078941582,-0.0150518091410231,-0.862405137817057,1,637.5,1189
105,5.15417544729575,295.3125,-0.315224408460122,-18.061028204273,-0.0150106861171487,-0.860048962108237,1,617.374999999995,1237
106,5.20326283250809,298.125,-0.289598578062654,-16.59277627598,-0.013790408479174,-0.790132203618093,1,595.250000000002,1112
107,5.25235021772044,300.9375,-0.286966665939379,-16.441978819267,-0.0136650793304466,-0.782951372346049,1,570.000000000002,1064
108,5.30143760293278,303.75,-0.275568086992211,-15.7888883531476,-0.013122289856772,-0.751851826340364,1,545.249999999994,1084
109,5.35052498814512,306.5625,-0.26767362729737,-15.3365691310971,-0.0127463632046366,-0.730312815766527,1,516.500000000004,965
110,5.39961237335746,309.375,-0.250050543988713,-14.3268408355036,-0.0119071687613673,-0.682230515976362,1,490.874999999996,919
111,5.4486997585698,312.1875,-0.238325355627662,-13.6550370284195,-0.0113488264584601,-0.650239858496165,1,466.250000000001,873
112,5.49778714378214,315,-0.225181268847212,-12.901936330346,-0.0107229175641529,-0.614377920492665,1,444.625000000003,832
113,5.54687452899448,317.8125,-0.200885829059962,-11.5099101691223,-0.00956599185999817,-0.548090960434395,1,424.625000000001,796
114,5.59596191420682,320.625,-0.192543326048977,-11.0319199560177,-0.00916872981185605,-0.525329521715129,1,405.75,762
115,5.64504929941916,323.4375,-0.171633452388048,-9.83387244509474,-0.00817302154228802,-0.468279640242607,1,388.499999999999,731
116,5.6941366846315,326.25,-0.155408392825295,-8.90424500980058,-0.00740039965834738,-0.424011667133361,1,373.750000000001,752
117,5.74322406984384,329.0625,-0.1437622230981,-8.23696863693929,-0.00684582014752857,-0.392236601759014,1,361.75,682
118,5.79231145505618,331.875,-0.114553447623756,-6.56342907751415,-0.00545492607732171,-0.312544241786388,1,350.124999999996,662
119,5.84139884026852,334.6875,-0.0942124378312758,-5.39797506537075,-0.00448630656339408,-0.257046431684322,1,341.000000000003,682
120,5.89048622548086,337.5,-0.0644684931312352,-3.69377256798791,-0.00306992824434453,-0.175893931808948,1,333.250000000001,631
121,5.9395736106932,340.3125,-0.0841799804228448,-4.8231575977229,-0.00400857049632594,-0.229674171320138,1,327.249999999997,620
122,5.98866099590554,343.125,-0.0527644785092311,-3.02318192678768,-0.00251259421472529,-0.143961044132747,1,323.375000000003,611
123,6.03774838111788,345.9375,-0.0255184388199996,-1.46209884414878,-0.00121516375333331,-0.0696237544832751,1,319.999999999999,606
124,6.08683576633022,348.75,-0.00741482621591281,-0.424838247994763,-0.000353086962662515,-0.0202303927616554,1,319,637
125,6.13592315154256,351.5625,0.0070461086450203,0.403712287350306,0.000335528983096205,0.0192243946357289,1,317.374999999999,603
126,6.18501053675491,354.375,0.0217702529871345,1.24734361509488,0.00103667871367307,0.0593973150045181,1,319.625,606
127,6.23409792196725,357.1875,0.0415262086043784,2.37927649221073,0.0019774385049704,0.113298880581463,1,320.875,608
