node,active_e_rad
0,0.0584538229952654
1,0.0620973693848642
2,0.065740915774463
3,0.0693844621640618
4,0.0730280085536607
5,0.0766715549432595
6,0.0803151013328583
7,0.0839586477224571
8,0.0876021941120559
9,0.0907046173740162
10,0.0938070406359765
11,0.0969094638979368
12,0.100011887159897
13,0.103114310421857
14,0.106216733683818
15,0.109319156945778
16,0.112421580207738
17,0.11468009558891
18,0.116938610970081
19,0.119197126351252
20,0.121455641732424
21,0.123714157113595
22,0.125972672494766
23,0.128231187875938
24,0.130489703257109
25,0.13269612641967
26,0.134902549582231
27,0.137108972744792
28,0.139315395907353
29,0.141521819069914
30,0.143728242232475
31,0.145934665395036
32,0.148141088557597
33,0.149740033834704
34,0.151338979111812
35,0.152937924388919
36,0.154536869666026
37,0.156135814943133
38,0.157734760220241
39,0.159333705497348
40,0.160932650774455
41,0.162069705231818
42,0.16320675968918
43,0.164343814146542
44,0.165480868603905
45,0.166617923061267
46,0.167754977518629
47,0.168892031975992
48,0.170029086433354
49,0.170521748964242
50,0.17101441149513
51,0.171507074026017
52,0.171999736556905
53,0.172492399087793
54,0.172985061618681
55,0.173477724149568
56,0.173970386680456
57,0.174295310432153
58,0.17462023418385
59,0.174945157935547
60,0.175270081687244
61,0.175595005438941
62,0.175919929190638
63,0.176244852942335
64,0.176569776694032
65,0.176402330862089
66,0.176234885030147
67,0.176067439198204
68,0.175899993366262
69,0.17573254753432
70,0.175565101702377
71,0.175397655870435
72,0.175230210038492
73,0.174765884185162
74,0.174301558331832
75,0.173837232478502
76,0.173372906625171
77,0.172908580771841
78,0.172444254918511
79,0.171979929065181
80,0.17151560321185
81,0.170731375686165
82,0.169947148160479
83,0.169162920634794
84,0.168378693109108
85,0.167594465583423
86,0.166810238057738
87,0.166026010532052
88,0.165241783006367
89,0.164223582364855
90,0.163205381723344
91,0.162187181081832
92,0.161168980440321
93,0.16015077979881
94,0.159132579157298
95,0.158114378515787
96,0.157096177874275
97,0.155903325687184
98,0.154710473500093
99,0.153517621313001
100,0.15232476912591
101,0.151131916938818
102,0.149939064751727
103,0.148746212564635
104,0.147553360377544
105,0.146233225380495
106,0.144913090383446
107,0.143592955386397
108,0.142272820389348
109,0.140952685392299
110,0.139632550395251
111,0.138312415398202
112,0.136992280401153
113,0.135477963515954
114,0.133963646630754
115,0.132449329745555
116,0.130935012860356
117,0.129420695975157
118,0.127906379089958
119,0.126392062204759
120,0.124877745319559
121,0.123323272899206
122,0.121768800478853
123,0.120214328058499
124,0.118659855638146
125,0.117105383217792
126,0.115550910797439
127,0.113996438377085
128,0.112441965956732
129,0.110995296201023
130,0.109548626445315
131,0.108101956689606
132,0.106655286933898
133,0.10520861717819
134,0.103761947422481
135,0.102315277666773
136,0.100868607911064
137,0.0994385633213523
138,0.0980085187316405
139,0.0965784741419287
140,0.0951484295522168
141,0.093718384962505
142,0.0922883403727932
143,0.0908582957830813
144,0.0894282511933695
145,0.0882634965431961
146,0.0870987418930227
147,0.0859339872428493
148,0.0847692325926759
149,0.0836044779425024
150,0.082439723292329
151,0.0812749686421556
152,0.0801102139919822
153,0.0791371416880482
154,0.0781640693841142
155,0.0771909970801802
156,0.0762179247762462
157,0.0752448524723122
158,0.0742717801683782
159,0.0732987078644441
160,0.0723256355605101
161,0.0716030998847321
162,0.070880564208954
163,0.070158028533176
164,0.0694354928573979
165,0.0687129571816199
166,0.0679904215058418
167,0.0672678858300638
168,0.0665453501542857
169,0.0660244893428779
170,0.0655036285314702
171,0.0649827677200624
172,0.0644619069086546
173,0.0639410460972468
174,0.0634201852858391
175,0.0628993244744313
176,0.0623784636630235
177,0.0621160546140975
178,0.0618536455651716
179,0.0615912365162456
180,0.0613288274673197
181,0.0610664184183937
182,0.0608040093694678
183,0.0605416003205418
184,0.0602791912716159
