node,phi_m_rad,shadow_e_rad,active_e_rad,reference_e_rad,valid
0,0,0.0729041609237237,0.0584538229952654,0.0762238518600161,1
1,0.098174770424681,0.109363861470545,0.0876021941120559,0.111427265506264,1
2,0.196349540849362,0.141701290410646,0.112421580207738,0.143116190657001,1
3,0.294524311274043,0.16498627294242,0.130489703257109,0.169044171227915,1
4,0.392699081698724,0.189089444155638,0.148141088557597,0.191979330460898,1
5,0.490873852123405,0.20698794920664,0.160932650774455,0.209821867334791,1
6,0.589048622548086,0.219300273805008,0.170029086433354,0.222055373382817,1
7,0.687223392972767,0.226173280807711,0.173970386680456,0.229575050906336,1
8,0.785398163397448,0.229681341629314,0.176569776694032,0.232650492112732,1
9,0.883572933822129,0.227630564920268,0.175230210038492,0.231065443281678,1
10,0.98174770424681,0.221988456208075,0.17151560321185,0.225387984725525,1
11,1.07992247467149,0.213042717722398,0.165241783006367,0.216249934949099,1
12,1.17809724509617,0.200930304541166,0.157096177874275,0.204320483739292,1
13,1.27627201552085,0.186475014602545,0.147553360377544,0.190223496520467,1
14,1.37444678594553,0.171701626976389,0.136992280401153,0.175173445068119,1
15,1.47262155637022,0.155118104390134,0.124877745319559,0.159175178373376,1
16,1.5707963267949,0.138919667905287,0.112441965956732,0.143415652878176,1
17,1.66897109721958,0.124532751798264,0.100868607911064,0.128643867602535,1
18,1.76714586764426,0.11046598988781,0.0894282511933695,0.115049306589273,1
19,1.86532063806894,0.099959962066697,0.0801102139919822,0.103260616907626,1
20,1.96349540849362,0.089357401833681,0.0723256355605101,0.093869159951473,1
21,2.0616701789183,0.082538635125797,0.0665453501542857,0.0864117759186914,1
22,2.15984494934298,0.0772967883130787,0.0623784636630235,0.081507217538868,1
23,2.25801971976766,0.0739621639236493,0.0602791912716159,0.0786800413319244,1
24,2.35619449019234,0.0734893683755201,0.0601113755415931,0.0779355011916971,1
25,2.45436926061703,0.0747095355302372,0.0603460896165446,0.0784394783056846,1
26,2.55254403104171,0.0762934669790733,0.0619335393663368,0.0801812361532989,1
27,2.65071880146639,0.0787844138735036,0.063860131596216,0.0822575010232396,1
28,2.74889357189107,0.0802132015333633,0.0648804627276289,0.0838359524736262,1
29,2.84706834231575,0.0817141832416358,0.0663592780316956,0.0851380929732571,1
30,2.94524311274043,0.0816148555285864,0.0659500438225565,0.0849094053870638,1
31,3.04341788316511,0.0797522882371941,0.0638796737662351,0.082398245621565,1
32,3.14159265358979,0.0739313708158655,0.059854764783998,0.0775334637679085,1
33,3.23976742401447,0.0672118695019197,0.0542490667586764,0.0701027206921089,1
34,3.33794219443916,0.0556810635147984,0.0447364992713462,0.0589885044006375,1
35,3.43611696486384,0.0402111767479125,0.0330664538906081,0.0439305151841005,1
36,3.53429173528852,0.0230175206523507,0.0175442270883716,0.0257618590105418,1
37,3.6324665057132,0.000939247787386322,0.00039806820956441,0.00370155141226068,1
38,3.73064127613788,-0.0220561552378217,-0.01849630059581,-0.0217942169003744,1
39,3.82881604656256,-0.049589454165294,-0.0416407790138929,-0.0482312151653391,1
40,3.92699081698724,-0.0815095987817764,-0.0655078601765699,-0.0788397119110031,1
41,4.02516558741192,-0.11330927406457,-0.0910541323081186,-0.11053078530116,1
42,4.1233403578366,-0.145891636743848,-0.116064834246561,-0.142783790221396,1
43,4.22151512826128,-0.178193735684209,-0.13957537243052,-0.175180145741733,1
44,4.31968989868597,-0.209026240089046,-0.162410821130577,-0.206085087781619,1
45,4.41786466911065,-0.238116079341304,-0.182693820002324,-0.234799178555937,1
46,4.51603943953533,-0.264580055577313,-0.19993410306035,-0.260769164613475,1
47,4.61421420996001,-0.285862890560282,-0.211679660867159,-0.282450474238877,1
48,4.71238898038469,-0.303655312132669,-0.220194915883387,-0.299202187086226,1
49,4.81056375080937,-0.314924539689309,-0.225073906415788,-0.311063644251634,1
50,4.90873852123405,-0.321677416117377,-0.227504941929893,-0.317761936345982,1
51,5.00691329165873,-0.322309224674052,-0.227732393010296,-0.317558926078898,1
52,5.10508806208341,-0.315682003673444,-0.225346593450077,-0.311143119378866,1
53,5.20326283250809,-0.302468504499005,-0.219464389712408,-0.299119328794674,1
54,5.30143760293278,-0.285823019872221,-0.211148553652852,-0.281332307191545,1
55,5.39961237335746,-0.262677732742657,-0.197876250167732,-0.257826341938582,1
56,5.49778714378214,-0.23389659991835,-0.179658129210159,-0.229337507046626,1
57,5.59596191420682,-0.201561863851175,-0.157501866248657,-0.197096528913892,1
58,5.6941366846315,-0.16133094023736,-0.129385818964565,-0.160059059882713,1
59,5.79231145505618,-0.125903809352311,-0.100251701459762,-0.121976872550899,1
60,5.89048622548086,-0.0857183262810167,-0.0679681713859588,-0.0825275028166925,1
61,5.98866099590554,-0.0450446489023037,-0.0354107357068134,-0.0414854969807976,1
62,6.08683576633022,-0.00425583255423208,-0.00312569188878319,-0.00107986019012291,1
63,6.18501053675491,0.0355952726849075,0.0285994753446828,0.0384842329917648,1
