node,phi_m_rad,shadow_e_rad,active_e_rad,reference_e_rad,valid,node_weight,node_hits
0,0,0.0728738289741436,0.0722569277161357,0.0769977521171388,1,956.811023989586,1802
1,0.0490873852123405,0.078055884790834,0.0767141448779614,0.0828682220026307,1,960.77333656598,1810
2,0.098174770424681,0.0857856332666938,0.0843011086796568,0.0899835774813651,1,967.111323108539,1820
3,0.147262155637022,0.091894609128613,0.0905134360849732,0.0960842006905868,1,975.435048607352,1957
4,0.196349540849362,0.0965598912446034,0.0951309003872722,0.100869474586402,1,981.264092678004,1848
5,0.245436926061703,0.100373523333665,0.098912280362199,0.10472450116737,1,987.345794323202,1977
6,0.294524311274043,0.103796648026401,0.102259863196829,0.107851406475811,1,992.683727337521,1870
7,0.343611696486384,0.10444551276021,0.10295654296785,0.108874847783488,1,996.150490350634,1879
8,0.392699081698724,0.105301779834833,0.10374819805082,0.109633001375826,1,997.511641568832,1879
9,0.441786466911065,0.105255359355833,0.103867332777248,0.109431548554623,1,999.124936307948,2004
10,0.490873852123405,0.103398631404639,0.101937280811416,0.107784553202637,1,997.874888167291,2003
11,0.539961237335746,0.101417471466153,0.100007492267561,0.105587137689368,1,997.006769035608,1878
12,0.589048622548086,0.0976714146716667,0.0963963091059411,0.102014461816188,1,994.396376561468,1992
13,0.638136007760427,0.0929340385545645,0.0916194213759756,0.0972970110058345,1,990.17106254839,1865
14,0.687223392972767,0.0875568507535052,0.0861872176788209,0.091862161469846,1,985.826804117815,1977
15,0.736310778185108,0.0809305492506737,0.079814699725186,0.0852892054292244,1,980.485070045998,1844
16,0.785398163397448,0.073823843240829,0.0728661312152731,0.0781812065957791,1,975.148143882617,1835
17,0.834485548609789,0.0657343740296146,0.0646604924532221,0.0701821459305543,1,968.564339470637,1827
18,0.883572933822129,0.0570019956915663,0.0562511320553402,0.0613594286166933,1,964.970329750067,1930
19,0.93266031903447,0.0473691918890757,0.046786495873813,0.0521196450229232,1,956.516261365654,1808
20,0.98174770424681,0.039606146695258,0.0390157592798948,0.0436077044025214,1,956.037282307701,1799
21,1.03083508945915,0.0280541693327207,0.0272879190912142,0.0326020330632392,1,950.9372880936,1906
22,1.07992247467149,0.0169271212487184,0.0169073007210197,0.0215173556301701,1,948.706870787355,1787
23,1.12900985988383,0.00648865708332503,0.0063180902076334,0.0109441187311165,1,946.34925634982,1781
24,1.17809724509617,-0.00408213838207097,-0.00399936884373714,0.00024444213802535,1,946.105403351151,1785
25,1.22718463030851,-0.0156360053129299,-0.0152584360388743,-0.0109926721475519,1,946.976578071602,1787
26,1.27627201552085,-0.0257430204868138,-0.0256100312321405,-0.0213837972115064,1,948.844208879758,1789
27,1.32535940073319,-0.0373694932159371,-0.0367355240606161,-0.0326608999119707,1,952.449384955113,1907
28,1.37444678594553,-0.0473631721135623,-0.0468764450069105,-0.0426374366503863,1,954.683060819956,1797
29,1.42353417115788,-0.0557483781708081,-0.0550588773849567,-0.0514890793562285,1,960.777255307387,1925
30,1.47262155637022,-0.0656604148748713,-0.0646020999726338,-0.0611429013732701,1,966.240352318402,1822
31,1.52170894158256,-0.0749200107920557,-0.0737757445266468,-0.0702181869940738,1,972.199928724658,1830
32,1.5707963267949,-0.082695123009744,-0.0815401414299309,-0.0781645623522959,1,978.658529657112,1845
