node,phi_m_rad,shadow_e_rad,active_e_rad,reference_e_rad,valid
0,0,0.0682153551348512,0.0670214910212566,0.0757259422821771,1
1,0.0490873852123405,0.0870080871942145,0.0861555435550783,0.0942456209730029,1
2,0.098174770424681,0.103829669910365,0.102124524338681,0.110843489695757,1
3,0.147262155637022,0.119649992734588,0.118062749563624,0.127254093615049,1
4,0.196349540849362,0.13589298092581,0.133630958384892,0.142805448423283,1
5,0.245436926061703,0.150079247406303,0.147268392354587,0.156919151975773,1
6,0.294524311274043,0.163657750265532,0.159856881134789,0.169553871991624,1
7,0.343611696486384,0.17368555994558,0.170774462943249,0.181183119162608,1
8,0.392699081698724,0.183913592392074,0.181430764646671,0.191988164380883,1
9,0.441786466911065,0.193368019321844,0.189852874959633,0.201010265588369,1
10,0.490873852123405,0.202300027751989,0.198637413029873,0.209521956947984,1
11,0.539961237335746,0.21132458252522,0.206604472413486,0.217160039250947,1
12,0.589048622548086,0.215519465898452,0.210328681944768,0.222017567555157,1
13,0.638136007760427,0.218711927671814,0.214540880843953,0.2263098577922,1
14,0.687223392972767,0.222991187952482,0.219116641914487,0.230272604075044,1
15,0.736310778185108,0.225591912721071,0.22078683624827,0.232171146177369,1
16,0.785398163397448,0.224891889876852,0.220744602053665,0.232650856208697,1
17,0.834485548609789,0.225716455013864,0.220436687855836,0.232223276698065,1
18,0.883572933822129,0.223204285934944,0.219129274967905,0.231003850728098,1
19,0.93266031903447,0.223222225542483,0.217265241242565,0.228905183324914,1
20,0.98174770424681,0.218052822980373,0.213821288867517,0.225503035208003,1
21,1.03083508945915,0.213425115049002,0.209963023627493,0.221019335125724,1
22,1.07992247467149,0.209254079702186,0.20381046879082,0.216090554015044,1
23,1.12900985988383,0.205996209902004,0.201508297708032,0.211675979875632,1
24,1.17809724509617,0.195977621254421,0.192349656474903,0.204405926145347,1
25,1.22718463030851,0.191167635734811,0.186515883746325,0.197714381334626,1
26,1.27627201552085,0.183598182520274,0.179569900088555,0.190297463680353,1
27,1.32535940073319,0.175339640204173,0.170313953822674,0.181987663931119,1
28,1.37444678594553,0.16739195604778,0.163295813065238,0.17411467339649,1
29,1.42353417115788,0.159438515283261,0.156510693361105,0.167031196079542,1
30,1.47262155637022,0.150961718217169,0.147948200213211,0.158836473572543,1
31,1.52170894158256,0.14303949087442,0.14042063697545,0.151119754746258,1
32,1.5707963267949,0.135985230302637,0.132726703590393,0.143291105851474,1
33,1.61988371200724,0.126322317242011,0.125289330123113,0.135271394851196,1
34,1.66897109721958,0.119874732333375,0.117594221719879,0.127863256479804,1
35,1.71805848243192,0.114894344300543,0.113015760449239,0.122484886920523,1
36,1.76714586764426,0.106537981535799,0.104270617305792,0.114819194978566,1
37,1.8162332528566,0.101897146545352,0.0993080112458987,0.108702284170397,1
38,1.86532063806894,0.0957149995537595,0.0940716238033775,0.103261099361909,1
39,1.91440802328128,0.0907141955036911,0.0890978640196715,0.0983517973733102,1
40,1.96349540849362,0.0875666912934135,0.0848435930896983,0.0937503101620647,1
41,2.01258279370596,0.0841431206973058,0.0798006633536988,0.0895753843012072,1
42,2.0616701789183,0.0796697982571437,0.0777299767566991,0.0863772272022559,1
43,2.11075756413064,0.0761892263947023,0.0748106404974461,0.08393285427605,1
44,2.15984494934298,0.0744336336234736,0.0728308283257538,0.0815143344946196,1
45,2.20893233455532,0.0722801902655357,0.0708695553738296,0.0798911287235456,1
46,2.25801971976766,0.0718077765048834,0.0696850912572454,0.078674289608149,1
47,2.30710710498,0.0705293510297452,0.0692530450614199,0.0780672902399954,1
48,2.35619449019234,0.0710837831093604,0.0688655477126679,0.0777895296787296,1
49,2.40528187540469,0.0702569774487572,0.0684673093392706,0.0777602492034638,1
50,2.45436926061703,0.0699281458898061,0.0695824195513933,0.0782224722363939,1
51,2.50345664582937,0.0719995799953626,0.070422170819283,0.0789693906608966,1
52,2.55254403104171,0.0728493414567258,0.0707953457955627,0.080021321159265,1
53,2.60163141625405,0.0738395324797276,0.0728335720288504,0.0813357986891888,1
54,2.65071880146639,0.0751447593730785,0.0736288053982712,0.0823029726467285,1
55,2.69980618667873,0.076374639052661,0.0743695765945599,0.0832551863509286,1
56,2.74889357189107,0.0775611662984471,0.0752437855834589,0.0842788146166096,1
57,2.79798095710341,0.0772539741118968,0.0761937225998948,0.0847138830175565,1
58,2.84706834231575,0.0781204300173504,0.0763702302583973,0.0851017165682337,1
59,2.89615572752809,0.0787638400306108,0.0768705782946539,0.0856161703990745,1
60,2.94524311274043,0.0774723601413496,0.0755501164356009,0.0846302468109284,1
61,2.99433049795277,0.0772723562177614,0.0753750802879197,0.0840561016909299,1
62,3.04341788316511,0.074961592643954,0.0735831963370556,0.082560209819254,1
63,3.09250526837745,0.0740968399093027,0.0723362070877631,0.0809642696396006,1
64,3.14159265358979,0.0706090744860941,0.0692126062183629,0.0781433404358482,1
65,3.19068003880213,0.0686274428665749,0.0658734086666374,0.0748129140444786,1
66,3.23976742401447,0.0635528418761428,0.0619420993332202,0.0705421744221571,1
67,3.28885480922681,0.0579665110716677,0.0568151383432341,0.0651226853888776,1
68,3.33794219443916,0.0503377294620525,0.0497413560350809,0.0586665574527426,1
69,3.3870295796515,0.0460475118132248,0.0445763406252275,0.0521656969242649,1
70,3.43611696486384,0.0368286616315649,0.03622029470608,0.0441355057384601,1
71,3.48520435007618,0.0281011856083879,0.027513267934328,0.0353982245587239,1
72,3.53429173528852,0.0189182328593487,0.0184566826787864,0.0258204599788216,1
73,3.58337912050086,0.0095450187667615,0.00888038835561627,0.0156735788429841,1
