node,phi_m_rad,shadow_e_rad,active_e_rad,reference_e_rad,valid
0,0,-0.00603504832805042,-0.00573715942654915,9.28226175466937e-07,1
1,0.098174770424681,-0.00538813076522824,-0.00553766545332615,-5.62561346612465e-05,1
2,0.196349540849362,-0.00546923571890142,-0.00574982218435558,-7.23608023227483e-05,1
3,0.294524311274043,-0.00620758434299071,-0.00592383802693154,-3.02303373157394e-05,1
4,0.392699081698724,-0.00579875573123294,-0.00580140482479503,3.97193668621855e-05,1
5,0.490873852123405,-0.00508803212187729,-0.00516104808551636,5.34600029391868e-05,1
6,0.589048622548086,-0.00609564574101545,-0.00578323352770628,0.000104220807378886,1
7,0.687223392972767,-0.00540107475172239,-0.00523922185037707,8.09970361600218e-05,1
8,0.785398163397448,-0.00540390850824817,-0.00532905567462968,2.65730135937374e-05,1
9,0.883572933822129,-0.00589785428428957,-0.00560519622751668,6.46299310064373e-05,1
10,0.98174770424681,-0.00519733326746995,-0.00540956105842485,0.000171454809157834,1
11,1.07992247467149,-0.00622319883128508,-0.00583011601446816,-3.45754087255329e-05,1
12,1.17809724509617,-0.00579516017244225,-0.00553233756263617,0.000121291673582574,1
13,1.27627201552085,-0.00574936324978437,-0.00556350720350794,-1.4731137423762e-05,1
14,1.37444678594553,-0.00577532723940887,-0.00549290803601175,3.16986174412042e-05,1
15,1.47262155637022,-0.00526847297587611,-0.00577992467533648,2.12556735076534e-05,1
16,1.5707963267949,-0.0059516577424116,-0.00579016623879635,2.58523324949268e-05,1
17,1.66897109721958,-0.00550071461129774,-0.00547316284256809,0.000143454475702793,1
18,1.76714586764426,-0.00579250935894537,-0.0055131474833426,9.18882281839624e-05,1
19,1.86532063806894,-0.00542938501601332,-0.00550382087206585,5.98134034875578e-05,1
20,1.96349540849362,-0.00533386734828606,-0.00540978204919423,8.14153346741622e-05,1
21,2.0616701789183,-0.00610623801954091,-0.00594445259594357,5.01690725079434e-06,1
22,2.15984494934298,-0.0055133358208397,-0.00535918484488983,0.000125135839905863,1
23,2.25801971976766,-0.00501872539191812,-0.00539907929965676,3.03131636337437e-05,1
24,2.35619449019234,-0.00563747686385172,-0.00587700955549123,-6.92058606298964e-05,1
25,2.45436926061703,-0.00559297962109877,-0.00531849389210973,0.000219371602802971,1
26,2.55254403104171,-0.00603324582346269,-0.00548486081553312,3.41763237363148e-05,1
27,2.65071880146639,-0.0056780729596136,-0.00557245676581817,0.000119478484630144,1
28,2.74889357189107,-0.00512457690680301,-0.00542118717619902,0.000206606797912387,1
29,2.84706834231575,-0.00519932148349138,-0.00553918202037644,8.82946559759776e-05,1
30,2.94524311274043,-0.00617412231959551,-0.00553529900294096,7.21805778495724e-05,1
31,3.04341788316511,-0.00582765698968654,-0.00528893762523061,9.05921461870722e-05,1
32,3.14159265358979,-0.0052866987743769,-0.00538139941356962,0.00014879703727043,1
33,3.23976742401447,-0.00600430401691451,-0.00591146403671947,-2.82813262910338e-05,1
34,3.33794219443916,-0.00522847752118636,-0.00524294513598399,1.82763543226265e-05,1
35,3.43611696486384,-0.00558013570796769,-0.00577464214271871,0.000101826612045403,1
36,3.53429173528852,-0.00608011094351178,-0.00576660403225476,0.000114306413681223,1
37,3.6324665057132,-0.00552786457487281,-0.00507043577096216,0.000219289999383203,1
38,3.73064127613788,-0.00485756701586025,-0.00540294493803093,0.000115008855173286,1
39,3.82881604656256,-0.00545806950028039,-0.00574982096785649,-3.50080290863053e-05,1
40,3.92699081698724,-0.00523959582125305,-0.00535480116254624,-9.67246075998862e-06,1
41,4.02516558741192,-0.00539536930703619,-0.00559044166639006,5.47213002415461e-05,1
42,4.1233403578366,-0.0059629131296479,-0.00544167120456204,-1.17185004291122e-05,1
43,4.22151512826128,-0.00594850835343188,-0.00540328852559644,7.94488120143095e-05,1
44,4.31968989868597,-0.00648064360468082,-0.00598915554715684,2.78633833961268e-05,1
45,4.41786466911065,-0.00528525862807774,-0.00510377756829921,6.97390572457219e-05,1
46,4.51603943953533,-0.00373361876690448,-0.00568314560146792,0.000141034669290994,1
47,4.61421420996001,-0.00533048870887081,-0.0055935710982342,9.53461659063047e-05,1
48,4.71238898038469,-0.00551927531635835,-0.00547709387591266,7.83862627679351e-06,1
49,4.81056375080937,-0.0050838461864459,-0.00532966450698859,8.35639480770787e-06,1
50,4.90873852123405,-0.00605804411192508,-0.00600637479275792,-3.39277484682473e-06,1
51,5.00691329165873,-0.00587355158731934,-0.00571771139778959,-8.13856510552406e-06,1
52,5.10508806208341,-0.00566632936927911,-0.00549271878199508,-2.03588454220827e-05,1
53,5.20326283250809,-0.00584782592938219,-0.0056304984513258,0.000172853598046674,1
54,5.30143760293278,-0.00542444397637727,-0.00542575046222921,3.84289268477828e-05,1
55,5.39961237335746,-0.00605649299879098,-0.0057643231868532,6.48790766631683e-06,1
56,5.49778714378214,-0.00588812104251317,-0.00548535340338045,-1.67171320767881e-05,1
57,5.59596191420682,-0.00563940443111658,-0.00557713220432168,-4.77748159946854e-05,1
58,5.6941366846315,-0.00643268962714659,-0.00605236005282208,-2.86935224743695e-05,1
59,5.79231145505618,-0.00540482330557996,-0.00525367551502695,0.000173393469870511,1
60,5.89048622548086,-0.00542901878596297,-0.00554811447356822,4.88469528847521e-05,1
61,5.98866099590554,-0.00588213254675013,-0.00559254216300318,3.58462609489774e-05,1
62,6.08683576633022,-0.00623679897294413,-0.00576306397091061,7.80749288613156e-05,1
63,6.18501053675491,-0.00559509468270517,-0.00551662027418588,0.000153920271552683,1
