node,active_e_rad
0,0.139514503787959
1,0.139500593946986
2,0.139486684106012
3,0.139472774265038
4,0.139458864424064
5,0.139444954583091
6,0.139431044742117
7,0.139417134901143
8,0.139403225060169
9,0.139430519797772
10,0.139457814535375
11,0.139485109272978
12,0.139512404010581
13,0.139539698748184
14,0.139566993485787
15,0.13959428822339
16,0.139621582960993
17,0.139597987649031
18,0.139574392337069
19,0.139550797025107
20,0.139527201713144
21,0.139503606401182
22,0.13948001108922
23,0.139456415777258
24,0.139432820465295
25,0.13942023339352
26,0.139407646321745
27,0.13939505924997
28,0.139382472178195
29,0.13936988510642
30,0.139357298034645
31,0.13934471096287
32,0.139332123891095
33,0.139350530591503
34,0.13936893729191
35,0.139387343992317
36,0.139405750692724
37,0.139424157393131
38,0.139442564093539
39,0.139460970793946
40,0.139479377494353
41,0.139452072926079
42,0.139424768357806
43,0.139397463789532
44,0.139370159221258
45,0.139342854652985
46,0.139315550084711
47,0.139288245516437
48,0.139260940948164
49,0.139303193728482
50,0.1393454465088
51,0.139387699289119
52,0.139429952069437
53,0.139472204849756
54,0.139514457630074
55,0.139556710410393
56,0.139598963190711
57,0.139574405882432
58,0.139549848574152
59,0.139525291265873
60,0.139500733957594
61,0.139476176649314
62,0.139451619341035
63,0.139427062032756
64,0.139402504724477
65,0.139422656972944
66,0.139442809221411
67,0.139462961469879
68,0.139483113718346
69,0.139503265966814
70,0.139523418215281
71,0.139543570463748
72,0.139563722712216
73,0.13955753182687
74,0.139551340941524
75,0.139545150056177
76,0.139538959170831
77,0.139532768285485
78,0.139526577400139
79,0.139520386514793
80,0.139514195629447
81,0.139494708107743
82,0.13947522058604
83,0.139455733064336
84,0.139436245542633
85,0.139416758020929
86,0.139397270499226
87,0.139377782977522
88,0.139358295455819
89,0.139355450093754
90,0.13935260473169
91,0.139349759369626
92,0.139346914007562
93,0.139344068645498
94,0.139341223283434
95,0.13933837792137
96,0.139335532559306
97,0.13935002977289
98,0.139364526986475
99,0.13937902420006
100,0.139393521413644
101,0.139408018627229
102,0.139422515840814
103,0.139437013054399
104,0.139451510267983
105,0.139443276080039
106,0.139435041892094
107,0.13942680770415
108,0.139418573516205
109,0.13941033932826
110,0.139402105140316
111,0.139393870952371
112,0.139385636764427
113,0.139359845230356
114,0.139334053696285
115,0.139308262162214
116,0.139282470628143
117,0.139256679094072
118,0.139230887560001
119,0.13920509602593
120,0.139179304491859
121,0.13921748953009
122,0.13925567456832
123,0.139293859606551
124,0.139332044644782
125,0.139370229683013
126,0.139408414721243
127,0.139446599759474
128,0.139484784797705
129,0.139465504790239
130,0.139446224782772
131,0.139426944775306
132,0.13940766476784
133,0.139388384760374
134,0.139369104752908
135,0.139349824745442
136,0.139330544737976
137,0.139324412022434
138,0.139318279306893
139,0.139312146591351
140,0.13930601387581
141,0.139299881160268
142,0.139293748444727
143,0.139287615729185
144,0.139281483013644
145,0.139279389120606
146,0.139277295227567
147,0.139275201334529
148,0.139273107441491
149,0.139271013548453
150,0.139268919655415
151,0.139266825762376
152,0.139264731869338
153,0.139303878914424
154,0.139343025959511
155,0.139382173004597
156,0.139421320049683
157,0.139460467094769
158,0.139499614139855
159,0.139538761184941
160,0.139577908230027
161,0.139560128778883
162,0.139542349327738
163,0.139524569876593
164,0.139506790425449
165,0.139489010974304
166,0.139471231523159
167,0.139453452072014
168,0.13943567262087
169,0.139428600355713
170,0.139421528090556
171,0.139414455825399
172,0.139407383560242
173,0.139400311295085
174,0.139393239029928
175,0.139386166764771
176,0.139379094499614
177,0.139369142595884
178,0.139359190692153
179,0.139349238788422
180,0.139339286884691
181,0.13932933498096
182,0.13931938307723
183,0.139309431173499
184,0.139299479269768
185,0.139271593630473
186,0.139243707991177
187,0.139215822351881
188,0.139187936712586
189,0.13916005107329
190,0.139132165433995
191,0.139104279794699
192,0.139076394155404
193,0.139103101554746
194,0.139129808954089
195,0.139156516353432
196,0.139183223752775
197,0.139209931152118
198,0.139236638551461
199,0.139263345950803
200,0.139290053350146
201,0.139316028995596
202,0.139342004641045
203,0.139367980286494
204,0.139393955931944
205,0.139419931577393
206,0.139445907222842
207,0.139471882868291
208,0.139497858513741
209,0.13946641082567
210,0.1394349631376
211,0.13940351544953
212,0.139372067761459
213,0.139340620073389
214,0.139309172385318
215,0.139277724697248
216,0.139246277009178
217,0.139268188229511
218,0.139290099449845
219,0.139312010670179
220,0.139333921890513
221,0.139355833110846
222,0.13937774433118
223,0.139399655551514
224,0.139421566771848
225,0.139382998370911
226,0.139344429969974
227,0.139305861569037
228,0.1392672931681
229,0.139228724767164
230,0.139190156366227
231,0.13915158796529
232,0.139113019564353
233,0.139124878593142
234,0.139136737621931
235,0.13914859665072
236,0.139160455679509
237,0.139172314708298
238,0.139184173737087
239,0.139196032765876
240,0.139207891794665
241,0.139210607525924
242,0.139213323257183
243,0.139216038988442
244,0.139218754719701
245,0.139221470450959
246,0.139224186182218
247,0.139226901913477
248,0.139229617644736
249,0.139253892717224
250,0.139278167789712
251,0.1393024428622
252,0.139326717934688
253,0.139350993007177
254,0.139375268079665
255,0.139399543152153
256,0.139423818224641
257,0.139381360076347
258,0.139338901928052
259,0.139296443779758
260,0.139253985631463
261,0.139211527483169
262,0.139169069334874
263,0.13912661118658
264,0.139084153038285
265,0.139095387489484
266,0.139106621940682
267,0.139117856391881
268,0.13912909084308
269,0.139140325294278
270,0.139151559745477
271,0.139162794196676
272,0.139174028647874
273,0.13916983245512
274,0.139165636262366
275,0.139161440069612
276,0.139157243876858
277,0.139153047684104
278,0.13914885149135
279,0.139144655298596
280,0.139140459105842
281,0.139155747670397
282,0.139171036234952
283,0.139186324799507
284,0.139201613364063
285,0.139216901928618
286,0.139232190493173
287,0.139247479057728
288,0.139262767622283
289,0.139245103974744
290,0.139227440327204
291,0.139209776679664
292,0.139192113032124
293,0.139174449384584
294,0.139156785737045
295,0.139139122089505
296,0.139121458441965
297,0.13913015707959
298,0.139138855717216
299,0.139147554354841
300,0.139156252992467
301,0.139164951630092
302,0.139173650267717
303,0.139182348905343
304,0.139191047542968
305,0.139200265208746
306,0.139209482874524
