condition,fusion_event,time_s,mechanical_cycles,node,phi_m_rad,shadow_e_rad,active_e_rad,reference_e_rad
zero_noise,1,1.63855,1.00000000000009,54,5.30143760293278,-0.284126099879434,-0.0349065850398866,-0.280835319053602
zero_noise,1,1.63855,1.00000000000009,55,5.39961237335746,-0.246953990262318,-0.0349065850398866,-0.257632337500456
zero_noise,1,1.63855,1.00000000000009,56,5.49778714378214,-0.207527228065493,-0.0349065850398866,-0.229213712208644
zero_noise,1,1.63855,1.00000000000009,57,5.59596191420682,-0.168719121119145,-0.0337438242238289,-0.197751316831481
zero_noise,1,1.63855,1.00000000000009,58,5.6941366846315,-0.131517799647428,-0.0263035599294856,-0.161263216830106
zero_noise,1,1.63855,1.00000000000009,59,5.79231145505618,-0.0964116323070192,-0.0192823264614038,-0.122499591109464
zero_noise,1,1.63855,1.00000000000009,60,5.89048622548086,-0.0627028176841636,-0.0125405635368327,-0.082708616153086
zero_noise,1,1.63855,1.00000000000009,61,5.98866099590554,-0.0303210072656999,-0.00606420145313998,-0.0415538058835246
zero_noise,1,1.63855,1.00000000000009,62,6.08683576633022,0.00106054094701508,0.000212108189403016,-0.00125425510135423
zero_noise,1,1.63855,1.00000000000009,63,6.18501053675491,0.0330376163465344,0.00660752326930687,0.0389374892311693
zero_noise,2,1.9903,1.50000000000013,0,0,0.0699445551433529,0.0235266617043498,0.0758696657944137
zero_noise,2,1.9903,1.50000000000013,1,0.098174770424681,0.103092216752706,0.0347544926021664,0.110945394879258
zero_noise,2,1.9903,1.50000000000013,2,0.196349540849362,0.134723939359281,0.0455267640476641,0.142618125010304
zero_noise,2,1.9903,1.50000000000013,3,0.294524311274043,0.161180028912422,0.0547477979962319,0.169445709159238
zero_noise,2,1.9903,1.50000000000013,4,0.392699081698724,0.184373088267716,0.0630935385014917,0.191659540605051
zero_noise,2,1.9903,1.50000000000013,5,0.490873852123405,0.202213014396714,0.0683678709112522,0.209396359896922
zero_noise,2,1.9903,1.50000000000013,6,0.589048622548086,0.21545563483327,0.0698131700797732,0.2219106088964
zero_noise,2,1.9903,1.50000000000013,7,0.687223392972767,0.2174152726494,0.0698131700797732,0.229774728491228
zero_noise,2,1.9903,1.50000000000013,8,0.785398163397448,0.209041242142703,0.0697335164604498,0.232424246360601
zero_noise,2,1.9903,1.50000000000013,9,0.883572933822129,0.204674583669722,0.0688601847658537,0.230787125461994
zero_noise,2,1.9903,1.50000000000013,10,0.98174770424681,0.197244899613114,0.0673742479545321,0.225251131182646
zero_noise,2,1.9903,1.50000000000013,11,1.07992247467149,0.18625058425658,0.0651753848832252,0.216248325600934
zero_noise,2,1.9903,1.50000000000013,12,1.17809724509617,0.171951640565623,0.0619025906036242,0.204605494680599
zero_noise,2,1.9903,1.50000000000013,13,1.27627201552085,0.155821285317725,0.056095662714381,0.190136570678017
zero_noise,2,1.9903,1.50000000000013,14,1.37444678594553,0.140129294502145,0.0504465460207721,0.174372010204357
zero_noise,2,1.9903,1.50000000000013,15,1.47262155637022,0.125698157739072,0.045251336786066,0.159012590468882
zero_noise,2,1.9903,1.50000000000013,16,1.5707963267949,0.111634172753326,0.0401883021911975,0.143289960438036
zero_noise,2,1.9903,1.50000000000013,17,1.66897109721958,0.0988134814705266,0.0355728533293896,0.128403905123616
zero_noise,2,1.9903,1.50000000000013,18,1.76714586764426,0.0873293528863261,0.0314385670390774,0.115235391755108
zero_noise,2,1.9903,1.50000000000013,19,1.86532063806894,0.0757095770194747,0.0272554477270109,0.103408868749712
zero_noise,2,1.9903,1.50000000000013,20,1.96349540849362,0.0682520578162576,0.0245707408138527,0.0938663999552152
zero_noise,2,1.9903,1.50000000000013,21,2.0616701789183,0.0632111923152426,0.0227560292334873,0.0865702532992128
zero_noise,2,1.9903,1.50000000000013,22,2.15984494934298,0.0605378137084796,0.0217936129350527,0.0817158904415944
zero_noise,2,1.9903,1.50000000000013,23,2.25801971976766,0.0585533301718652,0.0210791988618715,0.0788273028315387
zero_noise,2,1.9903,1.50000000000013,24,2.35619449019234,0.0570772209863095,0.0205477995550714,0.0778516644230959
zero_noise,2,1.9903,1.50000000000013,25,2.45436926061703,0.0575706308041278,0.020725427089486,0.0782936609820709
zero_noise,2,1.9903,1.50000000000013,26,2.55254403104171,0.0589125634480848,0.0212085228413105,0.0800875335644107
zero_noise,2,1.9903,1.50000000000013,27,2.65071880146639,0.0610364222690464,0.0219731120168567,0.0822997365537976
zero_noise,2,1.9903,1.50000000000013,28,2.74889357189107,0.0622294705457221,0.0224026093964599,0.0841321005750652
zero_noise,2,1.9903,1.50000000000013,29,2.84706834231575,0.0633062594278574,0.0227902533940287,0.085133588019364
zero_noise,2,1.9903,1.50000000000013,30,2.94524311274043,0.0614916331463941,0.0221369879327019,0.0847333299818973
zero_noise,2,1.9903,1.50000000000013,31,3.04341788316511,0.0607266124758729,0.0218615804913142,0.0825350983122363
zero_noise,2,1.9903,1.50000000000013,32,3.14159265358979,0.0555644012539953,0.0200031844514383,0.0780512693753549
zero_noise,2,1.9903,1.50000000000013,33,3.23976742401447,0.0500588558862195,0.018021188119039,0.0703312471496424
zero_noise,2,1.9903,1.50000000000013,34,3.33794219443916,0.0394844394924512,0.0142143982172824,0.058665948633912
zero_noise,2,1.9903,1.50000000000013,35,3.43611696486384,0.0279506150124072,0.0100622214044666,0.0439654856296086
zero_noise,2,1.9903,1.50000000000013,36,3.53429173528852,0.0126700706282422,0.00456122542616719,0.0256847814379784
zero_noise,2,1.9903,1.50000000000013,37,3.6324665057132,-0.00527172911567646,-0.00189782248164353,0.00394681590252977
zero_noise,2,1.9903,1.50000000000013,38,3.73064127613788,-0.0187034923681609,-0.00673325725253792,-0.021047475678981
zero_noise,2,1.9903,1.50000000000013,39,3.82881604656256,-0.0450986158240426,-0.015427456218915,-0.0497835776734566
zero_noise,2,1.9903,1.50000000000013,40,3.92699081698724,-0.0848960203615077,-0.029015602177727,-0.0795483954044758
zero_noise,2,1.9903,1.50000000000013,41,4.02516558741192,-0.114239207447457,-0.0389390303906367,-0.11177177523863
zero_noise,2,1.9903,1.50000000000013,42,4.1233403578366,-0.144902287034406,-0.0498442077067721,-0.142990779529074
zero_noise,2,1.9903,1.50000000000013,43,4.22151512826128,-0.178140295583773,-0.061749692851136,-0.17531410445035
zero_noise,2,1.9903,1.50000000000013,44,4.31968989868597,-0.207529718660372,-0.0694312117639837,-0.205869510786178
zero_noise,2,1.9903,1.50000000000013,45,4.41786466911065,-0.236568803248478,-0.0698131700797732,-0.234401056415332
zero_noise,2,1.9903,1.50000000000013,46,4.51603943953533,-0.263192605586537,-0.0698131700797732,-0.260802448609144
zero_noise,2,1.9903,1.50000000000013,47,4.61421420996001,-0.284340980526698,-0.0698131700797732,-0.282262850151409
zero_noise,2,1.9903,1.50000000000013,48,4.71238898038469,-0.300380811787436,-0.0698131700797732,-0.298928802119393
zero_noise,2,1.9903,1.50000000000013,49,4.81056375080937,-0.311595840006587,-0.0698131700797732,-0.310442309746037
zero_noise,2,1.9903,1.50000000000013,50,4.90873852123405,-0.319888590447555,-0.0698131700797732,-0.316332926291406
zero_noise,2,1.9903,1.50000000000013,51,5.00691329165873,-0.323110942728832,-0.0698131700797732,-0.316562177378035
zero_noise,2,1.9903,1.50000000000013,52,5.10508806208341,-0.317849129482418,-0.0698131700797732,-0.310254659434933
zero_noise,2,1.9903,1.50000000000013,53,5.20326283250809,-0.307051146942721,-0.0698131700797732,-0.298101485495759
zero_noise,2,1.9903,1.50000000000013,54,5.30143760293278,-0.289749573529017,-0.0698131700797732,-0.280835319053602
zero_noise,2,1.9903,1.50000000000013,55,5.39961237335746,-0.264971480145607,-0.0698131700797732,-0.257632337500456
zero_noise,2,1.9903,1.50000000000013,56,5.49778714378214,-0.234650841911024,-0.0698131700797732,-0.229213712208644
zero_noise,2,1.9903,1.50000000000013,57,5.59596191420682,-0.198416521864442,-0.0666783637519515,-0.197751316831481
zero_noise,2,1.9903,1.50000000000013,58,5.6941366846315,-0.159045555743175,-0.0528519590922236,-0.161263216830106
zero_noise,2,1.9903,1.50000000000013,59,5.79231145505618,-0.119675594832749,-0.0393609801356728,-0.122499591109464
zero_noise,2,1.9903,1.50000000000013,60,5.89048622548086,-0.081101889584614,-0.026252828746389,-0.082708616153086
zero_noise,2,1.9903,1.50000000000013,61,5.98866099590554,-0.0424788614435436,-0.0133471334512207,-0.0415538058835246
zero_noise,2,1.9903,1.50000000000013,62,6.08683576633022,-0.00325501478853059,-0.000481316406183706,-0.00125425510135423
zero_noise,2,1.9903,1.50000000000013,63,6.18501053675491,0.0364492280431702,0.0125758642240795,0.0389374892311693
zero_noise,3,2.2762,2.00097656250006,0,0,0.0699445551433529,0.0328102403921504,0.0758696657944137
zero_noise,3,2.2762,2.00097656250006,1,0.098174770424681,0.103092216752706,0.0484220374322744,0.110945394879258
zero_noise,3,2.2762,2.00097656250006,2,0.196349540849362,0.134723939359281,0.0633661991099876,0.142618125010304
zero_noise,3,2.2762,2.00097656250006,3,0.294524311274043,0.161180028912422,0.07603424417947,0.169445709159238
zero_noise,3,2.2762,2.00097656250006,4,0.392699081698724,0.184373088267716,0.0873494484547366,0.191659540605051
zero_noise,3,2.2762,2.00097656250006,5,0.490873852123405,0.202213014396714,0.0951368996083446,0.209396359896922
zero_noise,3,2.2762,2.00097656250006,6,0.589048622548086,0.21545563483327,0.0989416630304725,0.2219106088964
zero_noise,3,2.2762,2.00097656250006,7,0.687223392972767,0.224534563571336,0.100757448778086,0.229774728491228
zero_noise,3,2.2762,2.00097656250006,8,0.785398163397448,0.227457999414504,0.101278413051261,0.232424246360601
zero_noise,3,2.2762,2.00097656250006,9,0.883572933822129,0.224529807260616,0.0999941092648063,0.230787125461994
zero_noise,3,2.2762,2.00097656250006,10,0.98174770424681,0.219142826270466,0.0977279636177189,0.225251131182646
zero_noise,3,2.2762,2.00097656250006,11,1.07992247467149,0.20874834713798,0.0938899773341762,0.216248325600934
zero_noise,3,2.2762,2.00097656250006,12,1.17809724509617,0.196526682477671,0.0888274089784335,0.204605494680599
zero_noise,3,2.2762,2.00097656250006,13,1.27627201552085,0.180536716462907,0.0809838734640862,0.190136570678017
zero_noise,3,2.2762,2.00097656250006,14,1.37444678594553,0.164086800499093,0.0731745969164364,0.174372010204357
zero_noise,3,2.2762,2.00097656250006,15,1.47262155637022,0.149744948885005,0.0661500592058537,0.159012590468882
zero_noise,3,2.2762,2.00097656250006,16,1.5707963267949,0.133547966444773,0.0588602350419125,0.143289960438036
zero_noise,3,2.2762,2.00097656250006,17,1.66897109721958,0.118797641925165,0.0522178110485447,0.128403905123616
zero_noise,3,2.2762,2.00097656250006,18,1.76714586764426,0.105342296067726,0.0462193128448072,0.115235391755108
zero_noise,3,2.2762,2.00097656250006,19,1.86532063806894,0.0928048895394907,0.0403653360895069,0.103408868749712
zero_noise,3,2.2762,2.00097656250006,20,1.96349540849362,0.0837334403550393,0.0364032807220901,0.0938663999552152
zero_noise,3,2.2762,2.00097656250006,21,2.0616701789183,0.076916498083818,0.0335881230035535,0.0865702532992128
zero_noise,3,2.2762,2.00097656250006,22,2.15984494934298,0.0728101032969298,0.0319969110074281,0.0817158904415944
zero_noise,3,2.2762,2.00097656250006,23,2.25801971976766,0.0702822473932843,0.030919808568154,0.0788273028315387
zero_noise,3,2.2762,2.00097656250006,24,2.35619449019234,0.0691710877746943,0.030272457198996,0.0778516644230959
zero_noise,3,2.2762,2.00097656250006,25,2.45436926061703,0.069726727023735,0.0305256870763358,0.0782936609820709
zero_noise,3,2.2762,2.00097656250006,26,2.55254403104171,0.0714256308257759,0.0312519444382036,0.0800875335644107
zero_noise,3,2.2762,2.00097656250006,27,2.65071880146639,0.0740055864623306,0.0323796069059515,0.0822997365537976
zero_noise,3,2.2762,2.00097656250006,28,2.74889357189107,0.0758140762917785,0.0330849027755236,0.0841321005750652
zero_noise,3,2.2762,2.00097656250006,29,2.84706834231575,0.0768603187411933,0.0336042664634616,0.085133588019364
zero_noise,3,2.2762,2.00097656250006,30,2.94524311274043,0.07571997091516,0.0328535845291935,0.0847333299818973
zero_noise,3,2.2762,2.00097656250006,31,3.04341788316511,0.0744014160229119,0.0323695475976338,0.0825350983122363
zero_noise,3,2.2762,2.00097656250006,32,3.14159265358979,0.0703430987518929,0.0300711673115292,0.0780512693753549
zero_noise,3,2.2762,2.00097656250006,33,3.23976742401447,0.0626440425304861,0.0269457590013284,0.0703312471496424
zero_noise,3,2.2762,2.00097656250006,34,3.33794219443916,0.050615128107979,0.0214945441954217,0.058665948633912
zero_noise,3,2.2762,2.00097656250006,35,3.43611696486384,0.0365741792563048,0.0153646129748342,0.0439654856296086
zero_noise,3,2.2762,2.00097656250006,36,3.53429173528852,0.0184178057022754,0.00733254148138882,0.0256847814379784
zero_noise,3,2.2762,2.00097656250006,37,3.6324665057132,-0.00366669099079442,-0.0022515961834737,0.00394681590252977
zero_noise,3,2.2762,2.00097656250006,38,3.73064127613788,-0.0237847511587635,-0.010143556033783,-0.021047475678981
zero_noise,3,2.2762,2.00097656250006,39,3.82881604656256,-0.0491487739121654,-0.022171719757565,-0.0497835776734566
zero_noise,3,2.2762,2.00097656250006,40,3.92699081698724,-0.0849114120500006,-0.0401947641521818,-0.0795483954044758
zero_noise,3,2.2762,2.00097656250006,41,4.02516558741192,-0.114239207447457,-0.0539990658020008,-0.11177177523863
zero_noise,3,2.2762,2.00097656250006,42,4.1233403578366,-0.144902287034406,-0.0688558235722989,-0.142990779529074
zero_noise,3,2.2762,2.00097656250006,43,4.22151512826128,-0.178140295583773,-0.0850278133976635,-0.17531410445035
zero_noise,3,2.2762,2.00097656250006,44,4.31968989868597,-0.207529718660372,-0.0970509131432614,-0.205869510786178
zero_noise,3,2.2762,2.00097656250006,45,4.41786466911065,-0.236568803248478,-0.103164296713514,-0.234401056415332
zero_noise,3,2.2762,2.00097656250006,46,4.51603943953533,-0.263192605586537,-0.10471975511966,-0.260802448609144
zero_noise,3,2.2762,2.00097656250006,47,4.61421420996001,-0.284340980526698,-0.10471975511966,-0.282262850151409
zero_noise,3,2.2762,2.00097656250006,48,4.71238898038469,-0.300380811787436,-0.10471975511966,-0.298928802119393
zero_noise,3,2.2762,2.00097656250006,49,4.81056375080937,-0.311595840006587,-0.10471975511966,-0.310442309746037
zero_noise,3,2.2762,2.00097656250006,50,4.90873852123405,-0.319888590447555,-0.10471975511966,-0.316332926291406
zero_noise,3,2.2762,2.00097656250006,51,5.00691329165873,-0.323110942728832,-0.10471975511966,-0.316562177378035
zero_noise,3,2.2762,2.00097656250006,52,5.10508806208341,-0.317849129482418,-0.10471975511966,-0.310254659434933
zero_noise,3,2.2762,2.00097656250006,53,5.20326283250809,-0.307051146942721,-0.10471975511966,-0.298101485495759
zero_noise,3,2.2762,2.00097656250006,54,5.30143760293278,-0.289749573529017,-0.10471975511966,-0.280835319053602
zero_noise,3,2.2762,2.00097656250006,55,5.39961237335746,-0.264971480145607,-0.10471975511966,-0.257632337500456
zero_noise,3,2.2762,2.00097656250006,56,5.49778714378214,-0.234650841911024,-0.102780704446023,-0.229213712208644
zero_noise,3,2.2762,2.00097656250006,57,5.59596191420682,-0.198416521864442,-0.0930259953744496,-0.197751316831481
zero_noise,3,2.2762,2.00097656250006,58,5.6941366846315,-0.159045555743175,-0.0740906784224139,-0.161263216830106
zero_noise,3,2.2762,2.00097656250006,59,5.79231145505618,-0.119675594832749,-0.055423903075088,-0.122499591109464
zero_noise,3,2.2762,2.00097656250006,60,5.89048622548086,-0.081101889584614,-0.037222640914034,-0.082708616153086
zero_noise,3,2.2762,2.00097656250006,61,5.98866099590554,-0.0424788614435436,-0.0191734790496853,-0.0415538058835246
zero_noise,3,2.2762,2.00097656250006,62,6.08683576633022,-0.00325501478853059,-0.00103605608265308,-0.00125425510135423
zero_noise,3,2.2762,2.00097656250006,63,6.18501053675491,0.0364492280431702,0.0173505369878977,0.0389374892311693
zero_noise,4,2.6278,2.50195312500003,0,0,0.0708465429701819,0.0404175009077567,0.0758696657944137
zero_noise,4,2.6278,2.50195312500003,1,0.098174770424681,0.105893310088488,0.0599162919635171,0.110945394879258
zero_noise,4,2.6278,2.50195312500003,2,0.196349540849362,0.137899374803003,0.0782728342485907,0.142618125010304
zero_noise,4,2.6278,2.50195312500003,3,0.294524311274043,0.164097198640141,0.0936468350716042,0.169445709159238
zero_noise,4,2.6278,2.50195312500003,4,0.392699081698724,0.186770786096877,0.107233715983165,0.191659540605051
zero_noise,4,2.6278,2.50195312500003,5,0.490873852123405,0.205072276442109,0.117123974975097,0.209396359896922
zero_noise,4,2.6278,2.50195312500003,6,0.589048622548086,0.216570646249601,0.122467459674298,0.2219106088964
zero_noise,4,2.6278,2.50195312500003,7,0.687223392972767,0.225720785881967,0.125750116198862,0.229774728491228
zero_noise,4,2.6278,2.50195312500003,8,0.785398163397448,0.227774131761841,0.126577556793377,0.232424246360601
zero_noise,4,2.6278,2.50195312500003,9,0.883572933822129,0.224529807260616,0.124901248863968,0.230787125461994
zero_noise,4,2.6278,2.50195312500003,10,0.98174770424681,0.219142826270466,0.122010936148268,0.225251131182646
zero_noise,4,2.6278,2.50195312500003,11,1.07992247467149,0.20874834713798,0.116861651294937,0.216248325600934
zero_noise,4,2.6278,2.50195312500003,12,1.17809724509617,0.196526682477671,0.110367263678281,0.204605494680599
zero_noise,4,2.6278,2.50195312500003,13,1.27627201552085,0.180536716462907,0.10089444206385,0.190136570678017
zero_noise,4,2.6278,2.50195312500003,14,1.37444678594553,0.164086800499093,0.0913570376329677,0.174372010204357
zero_noise,4,2.6278,2.50195312500003,15,1.47262155637022,0.149744948885005,0.0828690371416839,0.159012590468882
zero_noise,4,2.6278,2.50195312500003,16,1.5707963267949,0.133547966444773,0.0737977813224845,0.143289960438036
zero_noise,4,2.6278,2.50195312500003,17,1.66897109721958,0.118797641925165,0.0655337772238688,0.128403905123616
zero_noise,4,2.6278,2.50195312500003,18,1.76714586764426,0.105342296067726,0.058043909489391,0.115235391755108
zero_noise,4,2.6278,2.50195312500003,19,1.86532063806894,0.0928048895394907,0.0508532467795036,0.103408868749712
zero_noise,4,2.6278,2.50195312500003,20,1.96349540849362,0.0837334403550393,0.0458693126486799,0.0938663999552152
zero_noise,4,2.6278,2.50195312500003,21,2.0616701789183,0.076916498083818,0.0422537980196064,0.0865702532992128
zero_noise,4,2.6278,2.50195312500003,22,2.15984494934298,0.0728101032969298,0.0401595494653284,0.0817158904415944
zero_noise,4,2.6278,2.50195312500003,23,2.25801971976766,0.0702822473932843,0.0387922963331801,0.0788273028315387
zero_noise,4,2.6278,2.50195312500003,24,2.35619449019234,0.0691710877746943,0.0380521833141357,0.0778516644230959
zero_noise,4,2.6278,2.50195312500003,25,2.45436926061703,0.069726727023735,0.0383658950658156,0.0782936609820709
zero_noise,4,2.6278,2.50195312500003,26,2.55254403104171,0.0714256308257759,0.0392866817157181,0.0800875335644107
zero_noise,4,2.6278,2.50195312500003,27,2.65071880146639,0.0740055864623306,0.0407048028172273,0.0822997365537976
zero_noise,4,2.6278,2.50195312500003,28,2.74889357189107,0.0758140762917785,0.0416307374787746,0.0841321005750652
zero_noise,4,2.6278,2.50195312500003,29,2.84706834231575,0.0768603187411933,0.0422554769190079,0.085133588019364
zero_noise,4,2.6278,2.50195312500003,30,2.94524311274043,0.07571997091516,0.0414268618063868,0.0847333299818973
zero_noise,4,2.6278,2.50195312500003,31,3.04341788316511,0.0744014160229119,0.0407759212826894,0.0825350983122363
zero_noise,4,2.6278,2.50195312500003,32,3.14159265358979,0.0703430987518929,0.0381255535996019,0.0780512693753549
zero_noise,4,2.6278,2.50195312500003,33,3.23976742401447,0.0626440425304861,0.03408541570716,0.0703312471496424
zero_noise,4,2.6278,2.50195312500003,34,3.33794219443916,0.050615128107979,0.0273186609779332,0.058665948633912
zero_noise,4,2.6278,2.50195312500003,35,3.43611696486384,0.0365741792563048,0.0196065262311284,0.0439654856296086
zero_noise,4,2.6278,2.50195312500003,36,3.53429173528852,0.0184178057022754,0.00954959432556613,0.0256847814379784
zero_noise,4,2.6278,2.50195312500003,37,3.6324665057132,-0.00366669099079442,-0.00253461514493785,0.00394681590252977
zero_noise,4,2.6278,2.50195312500003,38,3.73064127613788,-0.0237847511587635,-0.0128717950587791,-0.021047475678981
zero_noise,4,2.6278,2.50195312500003,39,3.82881604656256,-0.0502860838525338,-0.0277945925765588,-0.0497835776734566
zero_noise,4,2.6278,2.50195312500003,40,3.92699081698724,-0.0853765369612268,-0.0492311187139908,-0.0795483954044758
zero_noise,4,2.6278,2.50195312500003,41,4.02516558741192,-0.115604630758431,-0.0663201787932869,-0.11177177523863
zero_noise,4,2.6278,2.50195312500003,42,4.1233403578366,-0.146617531071784,-0.0844081650721959,-0.142990779529074
zero_noise,4,2.6278,2.50195312500003,43,4.22151512826128,-0.180255294401443,-0.104073309598419,-0.17531410445035
zero_noise,4,2.6278,2.50195312500003,44,4.31968989868597,-0.210342214924751,-0.119709173499559,-0.205869510786178
zero_noise,4,2.6278,2.50195312500003,45,4.41786466911065,-0.24023148616544,-0.130577734603899,-0.234401056415332
zero_noise,4,2.6278,2.50195312500003,46,4.51603943953533,-0.267234552545018,-0.137222714604731,-0.260802448609144
zero_noise,4,2.6278,2.50195312500003,47,4.61421420996001,-0.28802790905284,-0.139626340159546,-0.282262850151409
